code,name,price,rise,change,exchange,amount
600000,浦发银行,11.62,1.84,0.21,15.53亿,3870.14亿
600004,白云机场,9.85,0.20,0.02,2.18亿,233.12亿
600006,东风股份,7.83,0.51,0.04,3.26亿,156.60亿
600007,中国国贸,20.41,0.94,0.19,4586.53万,205.59亿
600008,首创环保,3.19,-0.31,-0.01,2.76亿,234.16亿
600009,上海机场,32.08,-0.50,-0.16,3.73亿,656.45亿
600010,包钢股份,2.80,5.26,0.14,70.01亿,878.66亿
600011,华能国际,8.13,-0.49,-0.04,4.96亿,894.11亿
600012,皖通高速,15.68,2.82,0.43,1.80亿,182.77亿
600015,华夏银行,6.99,1.45,0.10,5.65亿,1075.57亿
600016,民生银行,4.05,2.02,0.08,24.17亿,1436.22亿
600017,日照港,3.21,0.63,0.02,1.06亿,98.73亿
600018,上港集团,5.59,-0.18,-0.01,2.17亿,1297.69亿
600019,宝钢股份,7.51,-0.79,-0.06,7.52亿,1635.83亿
600020,中原高速,4.66,1.52,0.07,1.16亿,104.73亿
600021,上海电力,28.77,-0.59,-0.17,26.53亿,811.66亿
600022,山东钢铁,1.63,0.00,0.00,1.76亿,174.39亿
600023,浙能电力,5.25,0.57,0.03,3.39亿,703.96亿
600025,华能水电,9.85,0.20,0.02,2.39亿,1773.00亿
600026,中远海能,12.48,-6.17,-0.82,9.51亿,433.65亿
600027,华电国际,5.47,0.37,0.02,5.26亿,465.51亿
600028,中国石化,5.58,0.18,0.01,9.20亿,5292.17亿
600029,南方航空,6.86,-1.29,-0.09,3.22亿,869.39亿
600030,中信证券,29.08,-0.48,-0.14,34.83亿,3540.94亿
600031,三一重工,21.71,-0.78,-0.17,11.27亿,1839.79亿
600032,浙江新能,8.01,0.88,0.07,1.73亿,192.61亿
600033,福建高速,3.79,5.87,0.21,5.62亿,104.01亿
600035,楚天高速,4.15,0.97,0.04,8427.24万,66.82亿
600036,招商银行,43.01,2.92,1.22,57.31亿,8872.51亿
600037,歌华有线,8.19,0.00,0.00,1.22亿,113.99亿
600038,中直股份,35.96,-0.55,-0.20,1.91亿,240.55亿
600039,四川路桥,9.70,-0.41,-0.04,3.67亿,651.41亿
600048,保利发展,7.21,-1.23,-0.09,10.25亿,863.07亿
600050,中国联通,5.43,0.00,0.00,10.18亿,1670.64亿
600051,宁波联合,7.76,0.65,0.05,6094.35万,24.12亿
600052,东望时代,4.79,-0.42,-0.02,6987.27万,40.44亿
600053,九鼎投资,19.64,0.00,0.00,2.34亿,85.15亿
600054,黄山旅游,11.36,0.18,0.02,5668.85万,58.31亿
600055,万东医疗,15.85,0.06,0.01,7990.09万,111.44亿
600056,中国医药,11.24,-0.62,-0.07,1.89亿,168.08亿
600057,厦门象屿,8.85,5.11,0.43,8.03亿,185.19亿
600058,五矿发展,9.23,0.87,0.08,9014.73万,98.94亿
600059,古越龙山,9.55,-0.10,-0.01,7154.77万,87.05亿
600060,海信视像,24.45,-1.09,-0.27,2.44亿,317.89亿
600061,国投资本,7.79,-0.13,-0.01,2.69亿,498.09亿
600062,华润双鹤,19.24,-0.88,-0.17,1.53亿,198.68亿
600063,皖维高新,5.89,-2.16,-0.13,1.72亿,121.87亿
600064,南京高科,8.96,-0.78,-0.07,2.67亿,155.04亿
600066,宇通客车,32.23,-0.59,-0.19,6.34亿,713.55亿
600067,冠城新材,4.47,10.10,0.41,8.55亿,62.21亿
600071,凤凰光学,21.80,-0.41,-0.09,6991.01万,61.38亿
600072,中船科技,12.05,-0.33,-0.04,1.14亿,130.54亿
600073,光明肉业,6.81,-0.44,-0.03,5745.85万,63.86亿
600075,新疆天业,4.81,0.21,0.01,1.03亿,82.12亿
600076,康欣新材,2.92,1.04,0.03,9324.57万,39.26亿
600078,澄星股份,9.18,-2.13,-0.20,2.77亿,60.82亿
600079,人福医药,20.39,-1.64,-0.34,7.92亿,314.65亿
600080,金花股份,7.85,0.90,0.07,4368.80万,29.30亿
600081,东风科技,12.47,-0.72,-0.09,3276.73万,68.96亿
600082,海泰发展,4.76,-0.83,-0.04,9196.04万,30.19亿
600084,中信尼雅,5.74,0.53,0.03,5140.35万,64.50亿
600085,同仁堂,33.46,-0.71,-0.24,1.85亿,458.89亿
600088,中视传媒,17.00,0.00,0.00,1.62亿,67.61亿
600089,特变电工,21.92,1.76,0.38,108.30亿,1107.57亿
600094,大名城,5.20,-0.57,-0.03,1.76亿,110.56亿
600095,湘财股份,13.08,1.71,0.22,11.11亿,373.98亿
600096,云天化,29.30,-0.98,-0.29,11.83亿,534.14亿
600097,开创国际,11.54,0.87,0.10,5256.53万,27.80亿
600098,广州发展,6.99,0.43,0.03,2.64亿,245.06亿
600099,林海股份,11.00,0.64,0.07,3320.16万,24.10亿
600100,同方股份,8.77,0.11,0.01,10.11亿,293.82亿
600101,明星电力,9.88,1.02,0.10,2.65亿,54.13亿
600103,青山纸业,3.84,1.32,0.05,12.80亿,84.95亿
600104,上汽集团,15.97,-1.54,-0.25,8.94亿,1835.80亿
600105,永鼎股份,14.85,-1.26,-0.19,19.56亿,217.11亿
600106,重庆路桥,6.61,-1.05,-0.07,1.20亿,87.85亿
600108,亚盛集团,3.19,2.24,0.07,1.75亿,62.11亿
600109,国金证券,9.75,-1.22,-0.12,4.14亿,361.97亿
600110,诺德股份,6.62,-2.79,-0.19,4.72亿,114.87亿
600111,北方稀土,49.10,0.41,0.20,39.97亿,1775.00亿
600113,浙江东日,47.46,-2.17,-1.05,2.20亿,195.27亿
600114,东睦股份,28.70,-1.27,-0.37,6.59亿,176.90亿
600115,中国东航,4.95,-1.20,-0.06,6.21亿,847.17亿
600116,三峡水利,6.74,0.15,0.01,6562.27万,128.88亿
